Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
skincare,SKU48,70.14,176,40,2805.6,Unknown,18,20,42,1,Carrier C,13.61,Supplier 2,Delhi,20,892,12,47.01,Pass,1.703,Air,Route A,143.83,Fall,1.1560961867739188
skincare,SKU10,41.74,187,180,7513.2,Female,98,17,4,7,Carrier E,29.4,Supplier 2,Bangalore,17,591,19,46.6,Pending,4.448,Rail,Route B,342.48,Summer,1.574401011803955
skincare,SKU33,37.88,54,36,1363.68,Female,27,9,18,5,Carrier E,17.86,Supplier 1,Bangalore,9,483,20,22.47,Pass,0.737,Rail,Route B,267.37,Fall,1.1651844987372961
skincare,SKU65,59.69,121,63,3760.47,Unknown,45,12,36,10,Carrier A,18.73,Supplier 1,Bangalore,12,167,14,16.37,Pending,4.642,Road,Route B,110.65,Summer,1.5918829260434748
skincare,SKU95,49.1,28,7,343.7,Male,11,21,1,10,Carrier A,45.08,Supplier 1,Bangalore,21,728,10,12.78,Pending,4.959,Road,Route C,199.7,Spring,1.0091337497450046
haircare,SKU69,10.33,119,106,1094.98,Male,113,12,8,10,Carrier A,44.58,Supplier 3,Mumbai,12,587,9,18.02,Pending,2.086,Road,Route A,366.72,Summer,1.3781957935224014
haircare,SKU60,35.99,93,53,1907.47,Non-binary,19,28,17,6,Carrier D,20.34,Supplier 1,Bangalore,28,737,9,21.66,Pass,0.347,Rail,Route A,307.73,Fall,0.9272980271005918
haircare,SKU3,49.65,13,12,595.8,Female,13,15,4,6,Carrier E,25.95,Supplier 2,Mumbai,15,557,9,33.14,Pending,4.702,Rail,Route B,188.84,Fall,1.0797187542700382
haircare,SKU39,25.06,30,19,476.14,Non-binary,15,25,3,5,Carrier B,16.89,Supplier 3,Bangalore,25,198,5,47.98,Pending,4.276,Road,Route A,121.64,Summer,1.5998823297910458
haircare,SKU28,39.29,106,61,2396.69,Female,78,27,15,3,Carrier E,41.2,Supplier 3,Delhi,27,635,20,35.1,Fail,3.355,Rail,Route C,469.93,Winter,1.2965554650892026
haircare,SKU43,15.55,121,85,1321.75,Unknown,27,22,26,7,Carrier D,24.1,Supplier 1,Mumbai,22,322,15,25.43,Pass,1.761,Rail,Route C,359.07,Summer,1.4059589644918726
skincare,SKU79,42.37,135,65,2754.05,Male,122,19,18,5,Carrier B,15.74,Supplier 2,Delhi,19,530,16,12.87,Pass,1.886,Road,Route B,240.24,Spring,0.8832829991354078
skincare,SKU85,87.23,67,28,2442.44,Unknown,31,29,6,9,Carrier B,11.56,Supplier 1,Mumbai,29,670,14,31.8,Pass,0.082,Road,Route B,447.1,Fall,0.9440725104500778
skincare,SKU31,71.51,154,7,500.57,Unknown,68,20,40,3,Carrier C,20.2,Supplier 1,Mumbai,20,312,17,49.98,Pass,0.545,Air,Route C,263.01,Summer,1.5995373261089951
skincare,SKU37,37.92,25,4,151.68,Male,10,8,19,7,Carrier D,40.77,Supplier 3,Bangalore,8,426,13,37.11,Pending,2.048,Rail,Route C,337.56,Winter,1.3175693108945488
haircare,SKU81,5.46,153,127,693.42,Non-binary,11,27,25,6,Carrier A,34.14,Supplier 1,Delhi,27,292,9,24.94,Fail,3.867,Road,Route B,322.05,Spring,1.0318125251001133
haircare,SKU51,19.88,127,103,2047.64,Female,27,18,7,7,Carrier A,43.71,Supplier 1,Delhi,18,642,8,11.41,Pending,4.223,Road,Route C,216.58,Summer,1.4810382037640637
haircare,SKU63,19.07,65,42,800.94,Unknown,62,25,14,7,Carrier E,38.12,Supplier 1,Bangalore,25,169,6,36.5,Pass,0.275,Rail,Route B,322.66,Winter,1.216432437286923
skincare,SKU40,35.63,142,84,2992.92,Unknown,68,8,41,6,Carrier E,28.64,Supplier 2,Bangalore,8,567,18,48.26,Fail,3.48,Rail,Route C,290.24,Summer,1.3853213852791149
haircare,SKU21,11.92,121,38,452.96,Non-binary,34,29,39,7,Carrier E,28.36,Supplier 1,Delhi,29,612,5,43.8,Fail,3.425,Rail,Route C,337.77,Summer,1.4956599050376522
haircare,SKU27,13.07,111,109,1424.63,Unknown,41,7,26,5,Carrier E,19.68,Supplier 3,Mumbai,7,689,8,22.95,Fail,4.973,Rail,Route B,153.92,Fall,0.927018308959243
skincare,SKU20,91.0,179,14,1274.0,Unknown,20,12,8,10,Carrier A,11.14,Supplier 3,Delhi,12,594,16,36.24,Pending,2.146,Road,Route C,156.59,Summer,1.4136296176373537
haircare,SKU40,20.6,116,82,1689.2,Non-binary,26,10,17,8,Carrier A,46.87,Supplier 2,Mumbai,10,250,10,23.03,Fail,3.885,Road,Route B,357.58,Spring,0.894328234562323
haircare,SKU46,15.4,73,40,616.0,Non-binary,22,7,42,3,Carrier C,35.42,Supplier 3,Delhi,7,829,16,37.21,Fail,4.884,Air,Route A,161.18,Winter,1.4302599168040164
haircare,SKU4,48.86,13,12,586.32,Female,12,22,12,10,Carrier A,47.44,Supplier 2,Bangalore,22,338,8,41.56,Pass,1.881,Road,Route C,175.29,Spring,1.0465791913271927
skincare,SKU46,72.43,183,151,10936.93,Male,101,18,9,6,Carrier D,21.75,Supplier 2,Delhi,18,990,11,41.29,Pending,3.428,Rail,Route C,452.27,Fall,1.1829444651684826
skincare,SKU35,70.38,54,51,3589.38,Female,27,29,46,6,Carrier E,6.94,Supplier 3,Mumbai,29,197,8,32.11,Fail,2.968,Rail,Route B,223.1,Fall,1.197641119663407
haircare,SKU79,47.32,21,3,141.96,Male,14,16,20,8,Carrier B,38.37,Supplier 1,Bangalore,16,645,17,46.0,Pass,0.322,Road,Route B,439.08,Spring,0.9915207623125146
haircare,SKU65,20.47,138,117,2394.99,Male,19,24,26,9,Carrier A,38.63,Supplier 2,Mumbai,24,282,20,37.87,Pass,0.201,Road,Route A,114.22,Winter,1.4320918916341472
skincare,SKU61,65.7,95,85,5584.5,Male,76,18,24,5,Carrier C,31.16,Supplier 3,Mumbai,18,989,10,21.31,Pending,3.662,Air,Route C,210.11,Summer,1.3595855970100574
haircare,SKU91,35.62,156,30,1068.6,Non-binary,152,8,21,3,Carrier D,13.87,Supplier 2,Bangalore,8,362,15,25.84,Pending,4.202,Rail,Route A,211.06,Fall,1.1540649487644041
skincare,SKU29,51.58,146,49,2527.42,Non-binary,121,21,6,3,Carrier C,72.83,Supplier 3,Mumbai,21,695,16,31.36,Pass,0.651,Air,Route A,473.64,Spring,0.8549406127405801
haircare,SKU6,8.08,193,160,1292.8,Female,30,10,13,5,Carrier E,29.1,Supplier 2,Mumbai,10,821,16,16.38,Pending,2.337,Rail,Route A,236.82,Summer,1.5599772170978015
haircare,SKU49,32.96,54,48,1582.08,Female,49,18,40,3,Carrier E,15.93,Supplier 2,Bangalore,18,313,19,24.82,Fail,3.166,Rail,Route C,344.84,Spring,1.0157643492600452
skincare,SKU48,91.12,108,23,2095.76,Non-binary,65,20,24,4,Carrier C,60.73,Supplier 3,Mumbai,20,780,13,19.76,Pass,1.108,Air,Route C,230.93,Fall,0.9795729757245962
haircare,SKU4,48.58,46,6,291.48,Unknown,20,8,35,7,Carrier D,39.52,Supplier 1,Mumbai,8,928,6,22.75,Pending,2.04,Rail,Route C,147.01,Fall,1.0818798428607748
skincare,SKU58,62.95,180,155,9757.25,Male,29,11,19,6,Carrier B,20.39,Supplier 3,Bangalore,11,139,9,26.85,Pass,0.175,Road,Route B,230.2,Summer,1.5862303882430635
haircare,SKU33,20.47,94,6,122.82,Non-binary,33,9,45,5,Carrier E,32.24,Supplier 3,Mumbai,9,953,18,32.73,Pass,1.194,Rail,Route A,152.07,Fall,1.0879742683058584
skincare,SKU18,63.77,48,13,829.01,Female,12,9,28,5,Carrier A,16.71,Supplier 1,Mumbai,9,465,7,33.74,Pending,3.65,Road,Route C,489.13,Winter,1.440766889801002
haircare,SKU18,17.08,119,20,341.6,Female,37,16,15,3,Carrier D,14.11,Supplier 3,Bangalore,16,261,14,38.45,Pass,1.86,Rail,Route A,347.22,Spring,1.0402963642032013
skincare,SKU13,97.02,166,39,3783.78,Male,16,14,31,6,Carrier E,27.08,Supplier 1,Delhi,14,267,19,39.37,Pass,0.657,Rail,Route B,197.47,Winter,1.3973440609305483
skincare,SKU17,37.78,87,38,1435.64,Male,21,20,45,7,Carrier B,9.56,Supplier 1,Bangalore,20,864,14,19.34,Pending,4.735,Road,Route C,377.86,Summer,1.3878847890643995
haircare,SKU14,43.71,74,35,1529.85,Male,10,8,41,5,Carrier A,35.42,Supplier 3,Mumbai,8,216,6,30.76,Fail,2.007,Road,Route C,482.54,Summer,1.4263587479175142
skincare,SKU62,76.45,192,18,1376.1,Male,176,9,8,1,Carrier C,98.16,Supplier 3,Bangalore,9,452,16,28.52,Fail,3.271,Air,Route B,493.25,Winter,1.3903123252850969
haircare,SKU3,34.05,72,66,2247.3,Unknown,19,23,7,8,Carrier B,37.74,Supplier 2,Delhi,23,474,18,32.58,Pending,3.981,Road,Route B,487.1,Winter,1.2627963513936713
skincare,SKU85,95.93,119,46,4412.78,Male,111,13,50,2,Carrier C,68.52,Supplier 3,Delhi,13,146,19,17.14,Fail,2.105,Air,Route C,161.13,Summer,1.5109600170361508
haircare,SKU10,31.57,25,12,378.84,Female,15,11,21,5,Carrier E,7.54,Supplier 3,Bangalore,11,215,20,46.46,Pending,4.885,Rail,Route A,257.07,Winter,1.2322974044714492
skincare,SKU29,34.86,48,17,592.62,Non-binary,30,13,44,2,Carrier C,71.22,Supplier 3,Bangalore,13,575,9,22.58,Fail,4.991,Air,Route C,409.28,Winter,1.49063903397822
skincare,SKU11,75.72,106,1,75.72,Unknown,39,11,33,6,Carrier E,26.45,Supplier 1,Mumbai,11,786,8,43.37,Fail,2.334,Rail,Route C,272.61,Spring,0.8726146350115284
skincare,SKU51,66.54,186,167,11112.18,Male,33,28,25,4,Carrier E,9.5,Supplier 2,Delhi,28,948,12,25.68,Pass,0.088,Rail,Route B,232.2,Spring,0.9905290785155286
skincare,SKU21,51.86,21,13,674.18,Unknown,18,8,1,4,Carrier C,79.11,Supplier 2,Mumbai,8,569,10,35.94,Fail,3.666,Air,Route C,281.38,Summer,1.4876528992797564
haircare,SKU84,42.59,89,11,468.49,Female,54,12,30,7,Carrier A,24.07,Supplier 3,Bangalore,12,939,10,40.45,Fail,4.148,Road,Route C,254.22,Summer,1.5068346316645829
skincare,SKU70,43.84,139,17,745.28,Female,124,23,27,4,Carrier C,83.23,Supplier 3,Bangalore,23,598,10,18.19,Fail,4.296,Air,Route A,221.91,Fall,0.9669323474040756
skincare,SKU50,94.69,116,6,568.14,Female,26,8,23,7,Carrier B,18.89,Supplier 1,Delhi,8,127,16,40.43,Fail,2.412,Road,Route A,121.06,Summer,1.4287449378307155
haircare,SKU50,5.35,109,17,90.95,Non-binary,64,17,3,8,Carrier A,34.98,Supplier 2,Delhi,17,197,17,26.0,Pending,4.941,Road,Route B,372.99,Winter,1.2897534382682283
skincare,SKU35,46.93,126,69,3238.17,Non-binary,38,28,26,5,Carrier D,26.88,Supplier 1,Mumbai,28,279,6,40.92,Pass,1.208,Rail,Route A,158.3,Spring,0.8548260733050129
haircare,SKU33,32.76,164,118,3865.68,Unknown,81,25,46,7,Carrier D,29.64,Supplier 1,Bangalore,25,536,17,39.75,Pass,1.278,Rail,Route C,445.29,Summer,1.5231852318417727
haircare,SKU45,20.35,143,5,101.75,Unknown,11,10,14,3,Carrier C,30.49,Supplier 2,Mumbai,10,397,6,46.04,Fail,4.584,Air,Route A,329.96,Spring,1.0051964291500786
haircare,SKU83,36.61,89,14,512.54,Unknown,80,11,50,5,Carrier D,43.24,Supplier 3,Delhi,11,931,16,10.2,Pending,2.837,Rail,Route A,192.22,Winter,1.207042869185134
skincare,SKU4,77.51,36,36,2790.36,Female,23,21,36,6,Carrier B,49.15,Supplier 3,Mumbai,21,515,16,38.82,Pass,1.494,Road,Route A,102.02,Summer,1.40759900452924
haircare,SKU63,34.03,15,8,272.24,Female,13,26,3,3,Carrier E,16.27,Supplier 3,Mumbai,26,541,8,24.73,Pending,3.411,Rail,Route A,310.58,Summer,1.3972942212249606
skincare,SKU59,20.67,111,84,1736.28,Non-binary,44,7,17,3,Carrier C,48.11,Supplier 2,Mumbai,7,431,18,37.35,Pending,2.869,Air,Route B,402.54,Summer,1.4672826955594944
haircare,SKU92,32.63,97,33,1076.79,Non-binary,51,23,10,7,Carrier B,5.24,Supplier 3,Mumbai,23,647,9,43.7,Pending,3.771,Road,Route A,251.27,Summer,1.5080945308981586
skincare,SKU90,67.34,32,24,1616.16,Male,30,12,32,4,Carrier E,19.76,Supplier 1,Bangalore,12,195,13,43.97,Fail,4.571,Rail,Route B,266.09,Summer,1.5079847386880052
skincare,SKU10,68.65,81,12,823.8,Female,74,10,9,8,Carrier B,27.13,Supplier 2,Delhi,10,645,20,23.27,Pass,1.852,Road,Route B,359.73,Winter,1.3711454889816055
haircare,SKU37,45.72,178,159,7269.48,Unknown,143,21,47,10,Carrier A,42.56,Supplier 2,Mumbai,21,819,12,20.32,Fail,2.257,Road,Route A,404.73,Summer,1.4457404783595496
skincare,SKU84,75.67,141,1,75.67,Male,124,13,42,1,Carrier C,75.61,Supplier 2,Delhi,13,203,9,25.41,Fail,4.21,Air,Route B,150.33,Winter,1.4588289954462874
haircare,SKU50,24.99,101,23,574.77,Unknown,42,30,32,6,Carrier B,47.36,Supplier 3,Bangalore,30,740,16,31.96,Fail,4.969,Road,Route A,482.85,Fall,0.912827097494784
skincare,SKU3,61.82,103,63,3894.66,Unknown,20,17,38,6,Carrier D,44.17,Supplier 1,Delhi,17,963,10,22.54,Pass,1.712,Rail,Route C,370.32,Fall,1.0119343044494313
skincare,SKU63,97.36,72,19,1849.84,Unknown,44,26,17,5,Carrier E,47.42,Supplier 1,Bangalore,26,458,19,19.65,Pass,1.528,Rail,Route A,403.16,Spring,1.0064756247905713
skincare,SKU10,56.81,124,49,2783.69,Non-binary,124,8,23,6,Carrier E,29.97,Supplier 1,Bangalore,8,189,7,14.48,Fail,2.201,Rail,Route B,269.29,Fall,1.0111580439512227
skincare,SKU94,32.26,15,11,354.86,Male,11,17,13,10,Carrier A,48.71,Supplier 2,Bangalore,17,138,20,45.24,Pass,0.489,Road,Route A,114.79,Winter,1.3262951598199437
haircare,SKU56,39.14,147,137,5362.18,Non-binary,22,15,20,1,Carrier C,71.46,Supplier 1,Bangalore,15,340,10,49.2,Pending,3.75,Air,Route B,487.71,Summer,1.5089060783991526
skincare,SKU77,64.44,117,117,7539.48,Female,24,23,5,6,Carrier D,40.55,Supplier 1,Mumbai,23,400,13,19.92,Pass,0.223,Rail,Route B,236.58,Summer,1.5969945481425372
haircare,SKU6,25.06,21,1,25.06,Female,13,9,3,3,Carrier C,14.93,Supplier 3,Delhi,9,261,10,35.63,Pending,3.474,Air,Route A,143.13,Fall,1.1868673164111117
haircare,SKU30,17.9,86,47,841.3,Male,85,7,25,1,Carrier C,65.19,Supplier 3,Mumbai,7,475,10,38.46,Pass,0.54,Air,Route C,172.54,Summer,1.506162877584678
skincare,SKU71,70.17,108,47,3297.99,Non-binary,108,21,9,6,Carrier D,9.14,Supplier 2,Mumbai,21,275,20,37.28,Pass,0.03,Rail,Route B,450.25,Spring,0.8299970552796793
skincare,SKU33,96.66,115,88,8506.08,Female,98,21,32,10,Carrier A,30.8,Supplier 3,Bangalore,21,785,20,39.08,Fail,3.419,Road,Route C,208.3,Spring,1.0012003727781507
skincare,SKU62,80.01,152,95,7600.95,Female,75,20,42,8,Carrier B,42.95,Supplier 2,Delhi,20,108,17,31.52,Fail,4.642,Road,Route C,309.19,Summer,1.5651011847830962
skincare,SKU26,56.2,63,19,1067.8,Male,39,27,38,5,Carrier A,37.11,Supplier 2,Mumbai,27,997,17,32.55,Pending,2.454,Road,Route A,350.03,Summer,1.4806367141424153
skincare,SKU91,86.18,24,15,1292.7,Male,24,7,15,4,Carrier C,96.79,Supplier 1,Bangalore,7,832,11,45.79,Fail,2.991,Air,Route B,308.7,Winter,1.4751507109195223
haircare,SKU21,33.67,169,168,5656.56,Male,116,26,11,4,Carrier E,44.24,Supplier 3,Mumbai,26,647,13,28.72,Pending,2.282,Rail,Route A,390.91,Winter,1.3599829164800976
haircare,SKU38,38.54,122,27,1040.58,Non-binary,32,15,14,9,Carrier B,37.18,Supplier 3,Delhi,15,638,16,36.23,Fail,4.989,Road,Route B,453.44,Winter,1.2097566191456086
skincare,SKU53,49.95,110,68,3396.6,Unknown,59,27,28,7,Carrier B,16.93,Supplier 2,Mumbai,27,833,20,45.88,Pass,0.428,Road,Route C,436.87,Winter,1.365346912816703
haircare,SKU29,31.06,186,88,2733.28,Unknown,142,13,17,7,Carrier E,44.98,Supplier 3,Bangalore,13,139,5,15.58,Fail,2.319,Rail,Route B,156.53,Fall,1.0840286155460659
haircare,SKU4,21.02,93,19,399.38,Non-binary,85,15,41,7,Carrier E,16.91,Supplier 1,Mumbai,15,583,13,33.96,Fail,3.159,Rail,Route C,495.89,Spring,0.8928844286909275
skincare,SKU0,58.94,147,145,8546.3,Male,34,12,21,5,Carrier A,6.87,Supplier 1,Mumbai,12,391,8,32.23,Pending,4.034,Road,Route A,352.66,Winter,1.444041485611612
skincare,SKU62,92.72,25,2,185.44,Non-binary,24,28,3,9,Carrier A,31.86,Supplier 1,Bangalore,28,488,5,12.2,Fail,2.421,Road,Route A,154.87,Spring,0.84402908382674
haircare,SKU91,5.39,105,23,123.97,Non-binary,85,14,42,6,Carrier A,7.25,Supplier 1,Delhi,14,102,5,35.7,Pending,3.37,Road,Route C,161.71,Spring,1.0098461581584866
haircare,SKU91,20.38,177,101,2058.38,Female,27,8,16,6,Carrier E,45.61,Supplier 1,Mumbai,8,324,6,19.14,Pass,1.679,Rail,Route B,290.47,Winter,1.357098588595104
haircare,SKU71,6.12,59,27,165.24,Non-binary,52,28,13,4,Carrier C,53.53,Supplier 3,Delhi,28,313,15,16.96,Pass,1.542,Air,Route B,220.34,Fall,1.049325627854369
haircare,SKU80,21.16,172,33,698.28,Unknown,45,20,12,4,Carrier C,74.72,Supplier 1,Delhi,20,638,16,49.98,Pass,1.885,Air,Route C,346.11,Summer,1.3427710780131554
haircare,SKU27,11.55,63,39,450.45,Male,59,15,17,8,Carrier B,49.22,Supplier 2,Delhi,15,753,20,23.79,Fail,2.664,Road,Route B,116.51,Summer,1.5711417560514032
skincare,SKU77,22.93,158,36,825.48,Male,114,14,21,9,Carrier A,7.93,Supplier 3,Bangalore,14,843,18,19.85,Pass,1.117,Road,Route C,228.51,Winter,1.4095994670008214
haircare,SKU57,48.39,143,20,967.8,Non-binary,89,8,17,1,Carrier C,28.6,Supplier 1,Bangalore,8,448,9,15.38,Pending,4.188,Air,Route A,487.63,Fall,0.9049236116825126
skincare,SKU25,63.98,148,46,2943.08,Female,42,19,36,10,Carrier A,29.72,Supplier 1,Mumbai,19,562,15,27.08,Fail,4.171,Road,Route A,190.8,Winter,1.4615901282684423
skincare,SKU37,88.86,82,17,1510.62,Non-binary,32,12,17,3,Carrier D,48.86,Supplier 3,Bangalore,12,505,20,17.3,Pending,3.67,Rail,Route B,147.35,Fall,1.102347620882594
haircare,SKU58,34.0,182,107,3638.0,Unknown,113,22,49,6,Carrier D,13.51,Supplier 2,Delhi,22,168,5,25.17,Pending,3.091,Rail,Route A,181.62,Spring,1.045764562043003
haircare,SKU5,14.26,17,1,14.26,Male,16,10,14,5,Carrier E,13.56,Supplier 2,Delhi,10,589,5,22.16,Pass,1.613,Rail,Route B,310.71,Winter,1.4116542012936268
skincare,SKU22,46.83,153,152,7118.16,Unknown,84,28,19,8,Carrier B,5.09,Supplier 2,Mumbai,28,684,8,18.62,Fail,2.837,Road,Route A,476.11,Spring,0.8294916800982999
skincare,SKU30,52.38,99,65,3404.7,Non-binary,10,15,30,3,Carrier D,42.73,Supplier 3,Mumbai,15,172,6,26.23,Fail,3.317,Rail,Route B,308.76,Summer,1.505502356639228
haircare,SKU13,33.31,78,44,1465.64,Male,37,25,37,5,Carrier A,34.4,Supplier 1,Delhi,25,940,20,22.27,Pass,1.845,Road,Route A,442.9,Summer,1.3391010648963722
haircare,SKU58,46.97,190,86,4039.42,Non-binary,35,15,3,4,Carrier D,45.49,Supplier 3,Bangalore,15,854,5,34.42,Fail,3.971,Rail,Route B,190.39,Fall,0.9261524680955938
skincare,SKU59,85.33,115,25,2133.25,Female,24,11,11,7,Carrier D,45.85,Supplier 2,Bangalore,11,207,6,27.44,Pending,3.933,Rail,Route A,429.44,Winter,1.2374260321020336
haircare,SKU21,26.06,81,19,495.14,Female,65,10,46,4,Carrier C,23.78,Supplier 3,Delhi,10,106,16,43.31,Fail,4.082,Air,Route B,180.25,Summer,1.4840447234539837
haircare,SKU61,10.25,122,9,92.25,Female,50,22,30,7,Carrier E,25.14,Supplier 2,Delhi,22,471,17,49.92,Pending,4.163,Rail,Route C,152.63,Winter,1.3320757501129896
haircare,SKU37,22.02,149,93,2047.86,Male,80,20,50,9,Carrier A,27.45,Supplier 3,Mumbai,20,349,10,41.33,Pass,1.117,Road,Route C,235.22,Summer,1.4160441669707984
skincare,SKU31,64.36,22,12,772.32,Female,11,8,15,9,Carrier B,14.09,Supplier 2,Delhi,8,870,18,11.42,Pass,1.555,Road,Route A,393.47,Summer,1.4230918710029905
skincare,SKU73,80.08,27,17,1361.36,Male,11,17,23,8,Carrier B,33.62,Supplier 2,Bangalore,17,624,6,28.89,Pass,0.886,Road,Route B,212.63,Summer,1.521860195492746
haircare,SKU94,10.65,29,26,276.9,Male,16,9,7,2,Carrier C,69.55,Supplier 1,Bangalore,9,206,18,22.06,Fail,2.029,Air,Route C,256.93,Winter,1.2843670977854755
haircare,SKU87,10.64,78,60,638.4,Unknown,28,20,20,6,Carrier A,13.75,Supplier 2,Delhi,20,814,10,26.52,Fail,2.843,Road,Route B,273.29,Summer,1.4746957511789531
skincare,SKU34,91.6,109,73,6686.8,Female,93,23,42,6,Carrier A,24.01,Supplier 2,Delhi,23,873,6,45.1,Fail,2.584,Road,Route C,104.87,Fall,1.1804660044414608
skincare,SKU8,41.37,185,148,6122.76,Female,116,25,44,9,Carrier B,21.22,Supplier 1,Delhi,25,492,11,40.24,Fail,3.713,Road,Route A,443.77,Winter,1.2962009435073245
haircare,SKU69,44.98,141,111,4992.78,Non-binary,57,11,47,8,Carrier B,9.25,Supplier 3,Bangalore,11,640,17,37.24,Pending,3.03,Road,Route B,344.61,Summer,1.5817493835996534
haircare,SKU59,22.36,137,105,2347.8,Unknown,93,12,37,1,Carrier C,78.96,Supplier 2,Bangalore,12,440,19,39.75,Pending,2.966,Air,Route C,142.71,Summer,1.4503172678271425
haircare,SKU56,21.38,92,2,42.76,Male,61,30,42,8,Carrier A,37.21,Supplier 3,Delhi,30,835,17,31.81,Pending,3.647,Road,Route C,271.9,Winter,1.3707568549999556
haircare,SKU10,49.38,194,147,7258.86,Non-binary,164,15,13,6,Carrier D,25.8,Supplier 1,Mumbai,15,741,16,35.35,Pending,3.999,Rail,Route A,401.08,Spring,1.0896835444391517
skincare,SKU99,48.01,16,7,336.07,Female,12,9,1,8,Carrier A,18.86,Supplier 1,Mumbai,9,451,7,41.22,Pending,2.211,Road,Route A,465.62,Summer,1.58822259008154
haircare,SKU46,49.64,120,1,49.64,Non-binary,16,10,30,5,Carrier B,30.58,Supplier 2,Delhi,10,336,14,20.75,Fail,4.92,Road,Route C,490.95,Spring,0.9575907474325329
haircare,SKU24,19.94,167,90,1794.6,Male,35,26,42,1,Carrier C,54.41,Supplier 1,Bangalore,26,815,19,10.02,Pass,1.477,Air,Route C,349.06,Summer,1.451208112711918
skincare,SKU57,71.92,147,139,9996.88,Female,47,7,25,5,Carrier D,36.01,Supplier 2,Mumbai,7,970,12,43.29,Pending,4.502,Rail,Route A,396.58,Winter,1.3334907134532044
skincare,SKU45,63.85,193,105,6704.25,Male,152,16,33,5,Carrier D,49.31,Supplier 3,Mumbai,16,634,6,38.68,Pending,2.339,Rail,Route C,466.82,Spring,0.8016601179843077
haircare,SKU38,47.48,28,8,379.84,Non-binary,21,11,27,5,Carrier D,47.66,Supplier 3,Bangalore,11,991,17,37.31,Pending,4.483,Rail,Route B,257.62,Fall,1.125220595773437
haircare,SKU41,11.61,104,58,673.38,Female,59,30,26,9,Carrier A,11.27,Supplier 2,Bangalore,30,525,6,25.88,Fail,2.142,Road,Route A,334.6,Spring,0.9739775589958231
haircare,SKU34,43.44,12,7,304.08,Female,12,25,9,2,Carrier C,17.32,Supplier 2,Bangalore,25,401,18,26.97,Pending,4.513,Air,Route A,183.27,Spring,1.018728252044668
skincare,SKU38,32.18,29,11,353.98,Male,22,29,18,2,Carrier C,93.07,Supplier 1,Delhi,29,777,15,41.51,Pass,0.702,Air,Route B,264.43,Fall,1.13745666277051
skincare,SKU12,77.45,94,50,3872.5,Male,65,28,25,10,Carrier B,19.6,Supplier 3,Delhi,28,638,13,24.53,Pending,2.282,Road,Route C,168.19,Spring,0.9619373176370811
haircare,SKU42,35.55,183,107,3803.85,Non-binary,65,18,47,7,Carrier D,43.27,Supplier 1,Mumbai,18,560,18,24.04,Pass,0.865,Rail,Route B,492.31,Summer,1.3337897344606535
skincare,SKU3,56.16,44,32,1797.12,Male,18,15,17,5,Carrier E,33.02,Supplier 2,Mumbai,15,207,20,26.12,Pending,4.556,Rail,Route B,195.56,Spring,0.8901708671173302
haircare,SKU65,28.69,134,19,545.11,Male,13,25,25,5,Carrier C,12.55,Supplier 2,Bangalore,25,659,5,43.89,Fail,4.193,Air,Route A,190.09,Spring,0.9814566922787383
skincare,SKU25,64.87,89,33,2140.71,Male,57,28,24,4,Carrier D,15.78,Supplier 3,Mumbai,28,988,8,39.09,Pending,3.031,Rail,Route C,292.56,Winter,1.3729879856242133
haircare,SKU29,9.18,83,13,119.34,Male,25,20,28,3,Carrier C,43.88,Supplier 2,Delhi,20,419,10,14.58,Pending,3.859,Air,Route C,386.79,Spring,0.9009327379705685
skincare,SKU55,78.72,103,90,7084.8,Unknown,93,11,2,4,Carrier C,62.87,Supplier 2,Bangalore,11,100,15,45.95,Pending,4.994,Air,Route B,191.09,Winter,1.3207192884030086
haircare,SKU76,40.44,75,43,1738.92,Unknown,23,13,37,5,Carrier A,34.32,Supplier 1,Delhi,13,431,18,17.33,Pending,4.455,Road,Route C,466.28,Winter,1.2179486641401842
skincare,SKU55,68.02,148,18,1224.36,Unknown,77,7,40,5,Carrier A,37.92,Supplier 1,Bangalore,7,142,11,21.75,Pass,1.47,Road,Route B,307.08,Spring,1.0274295331541883
haircare,SKU76,5.38,48,28,150.64,Non-binary,31,7,10,7,Carrier D,38.59,Supplier 1,Mumbai,7,534,10,23.14,Fail,4.197,Rail,Route B,464.76,Fall,1.1752247971745764
haircare,SKU38,5.39,59,24,129.36,Non-binary,11,16,34,7,Carrier E,14.04,Supplier 3,Mumbai,16,797,18,46.19,Fail,4.951,Rail,Route A,412.62,Spring,1.0016860727345664
haircare,SKU51,42.6,26,12,511.2,Female,18,29,12,10,Carrier A,27.35,Supplier 3,Delhi,29,178,20,37.26,Pending,4.969,Road,Route A,398.96,Summer,1.4984490582465966
skincare,SKU2,41.43,33,28,1160.04,Non-binary,26,19,12,6,Carrier E,33.95,Supplier 1,Delhi,19,700,19,44.5,Fail,2.882,Rail,Route A,114.46,Fall,1.159377191254706
skincare,SKU100,76.41,132,129,9856.89,Male,80,28,19,1,Carrier C,47.21,Supplier 1,Delhi,28,705,20,14.88,Fail,2.54,Air,Route B,252.16,Spring,0.9086948895533381
