Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
haircare,SKU97,14.6,117,110.0,7.382124365737512,Female,4.59511985013459,17,24,9,Carrier A,46.93,Supplier 1,Delhi,168,9,11.61,Pass,1.647,Road,Route C,148.03,Winter,1.2290420029270113
skincare,SKU96,40.4,171,14.0,6.339653587396416,Male,4.143134726391533,25,31,4,Carrier D,35.08,Supplier 1,Mumbai,704,11,44.71,Pass,0.431,Rail,Route C,441.69,Fall,1.1239793001538958
haircare,SKU6,37.46,84,45.0,7.430529236263969,Non-binary,3.6109179126442243,23,32,3,Carrier C,46.84,Supplier 2,Mumbai,291,20,41.75,Pass,0.038,Air,Route B,224.55,Winter,1.3839053347715449
haircare,SKU49,31.32,10,3.0,4.553455750301413,Male,2.3978952727983707,11,9,8,Carrier A,35.76,Supplier 3,Bangalore,992,19,26.93,Pending,2.034,Road,Route B,167.42,Fall,1.1074709429538172
haircare,SKU8,25.06,114,92.0,7.74349517410704,Female,3.5553480614894135,7,12,3,Carrier E,28.14,Supplier 3,Mumbai,915,20,48.88,Pass,0.652,Rail,Route A,263.65,Winter,1.248327992423673
haircare,SKU9,39.51,93,52.0,7.628284136283299,Male,3.912023005428146,29,29,3,Carrier C,85.36,Supplier 1,Bangalore,744,20,34.56,Fail,2.694,Air,Route C,344.47,Summer,1.3189698081934864
skincare,SKU74,53.77,110,51.0,7.916905918466769,Non-binary,4.465908118654584,17,26,6,Carrier D,13.17,Supplier 2,Delhi,159,18,14.46,Pending,3.71,Rail,Route B,439.14,Summer,1.302213528502656
skincare,SKU80,92.74,106,26.0,7.788311055384594,Non-binary,4.653960350157523,7,23,4,Carrier C,53.33,Supplier 3,Delhi,471,8,30.94,Fail,3.798,Air,Route B,116.91,Spring,1.0160306218799744
skincare,SKU10,66.36,50,50.0,8.107418811719974,Female,3.4011973816621555,15,43,10,Carrier B,40.6,Supplier 3,Delhi,390,8,28.14,Pending,4.967,Road,Route C,451.84,Summer,1.4422415906440298
skincare,SKU81,47.79,103,1.0,3.8875253738277458,Unknown,4.499809670330265,22,42,2,Carrier C,77.75,Supplier 3,Delhi,510,20,13.41,Fail,4.547,Air,Route A,386.15,Spring,1.0787471705191516
haircare,SKU40,10.02,36,1.0,2.3997118037247684,Female,3.5553480614894135,20,8,3,Carrier C,50.59,Supplier 3,Bangalore,655,11,13.77,Pass,0.275,Air,Route B,342.64,Spring,1.095392134819354
skincare,SKU49,98.26,183,109.0,9.217922868034115,Female,5.075173815233827,18,15,8,Carrier B,16.48,Supplier 1,Mumbai,168,14,40.36,Pass,0.556,Road,Route A,323.77,Summer,1.555811317896903
haircare,SKU63,24.42,20,16.0,5.970547298852594,Unknown,2.4849066497880004,13,4,10,Carrier B,21.04,Supplier 2,Bangalore,668,19,42.72,Pending,3.436,Road,Route C,473.22,Spring,1.0479044706274567
skincare,SKU91,67.78,13,2.0,4.916764078486185,Male,2.4849066497880004,12,12,3,Carrier C,49.35,Supplier 2,Delhi,988,19,35.69,Pass,1.865,Air,Route C,186.77,Winter,1.3121718157176674
haircare,SKU37,43.99,58,9.0,5.983709554734915,Unknown,3.713572066704308,18,36,4,Carrier E,21.88,Supplier 1,Delhi,513,17,43.86,Pass,1.678,Rail,Route A,190.77,Fall,0.965368855813594
haircare,SKU78,45.03,35,34.0,7.33434240504561,Non-binary,3.4011973816621555,16,22,5,Carrier A,6.47,Supplier 1,Bangalore,748,10,46.37,Pass,1.244,Road,Route A,336.95,Summer,1.447305001096181
skincare,SKU57,87.01,17,1.0,4.47745044438572,Non-binary,2.6390573296152584,19,15,9,Carrier A,43.89,Supplier 3,Bangalore,264,17,46.73,Pending,2.702,Road,Route C,309.69,Summer,1.3852846436026405
skincare,SKU63,96.02,174,156.0,9.217922868034115,Female,4.990432586778736,26,10,4,Carrier C,41.13,Supplier 1,Delhi,491,19,38.24,Pass,1.653,Air,Route A,473.38,Fall,0.9818559768842436
skincare,SKU35,21.16,176,4.0,4.450152463721482,Unknown,5.075173815233827,9,36,5,Carrier D,27.55,Supplier 3,Bangalore,272,15,36.82,Fail,4.753,Rail,Route A,172.31,Winter,1.4666947533429342
skincare,SKU45,69.3,23,22.0,7.330143054286209,Unknown,3.1780538303479458,29,4,5,Carrier D,19.05,Supplier 2,Delhi,165,9,10.55,Pending,4.903,Rail,Route A,114.52,Winter,1.2160222271378205
haircare,SKU10,45.25,98,47.0,7.6628203623570705,Female,4.1588830833596715,21,45,4,Carrier E,41.97,Supplier 2,Delhi,844,20,30.91,Pending,2.514,Rail,Route A,461.95,Summer,1.5399449523567454
haircare,SKU34,41.09,86,81.0,8.110514347028108,Male,2.3978952727983707,9,24,4,Carrier C,58.93,Supplier 3,Delhi,371,6,11.39,Fail,2.951,Air,Route C,386.79,Spring,0.9743254039176544
skincare,SKU42,47.05,53,45.0,7.658345555078573,Unknown,3.6375861597263857,18,12,1,Carrier C,30.01,Supplier 2,Mumbai,175,13,14.89,Pending,2.447,Air,Route B,174.26,Spring,1.0020338029754177
haircare,SKU95,36.68,109,69.0,7.836733187188297,Male,4.189654742026425,17,45,10,Carrier A,31.87,Supplier 2,Bangalore,392,19,17.66,Pass,0.345,Road,Route A,319.89,Fall,1.1997452298130709
haircare,SKU33,25.0,160,13.0,5.786897381366708,Non-binary,5.062595033026967,19,15,5,Carrier E,6.84,Supplier 3,Bangalore,607,18,11.38,Pending,3.54,Rail,Route B,442.86,Winter,1.4076539795459806
haircare,SKU58,38.91,66,56.0,7.687061806990943,Female,3.912023005428146,7,26,3,Carrier E,13.74,Supplier 1,Mumbai,338,13,28.82,Pending,3.122,Rail,Route C,162.29,Fall,1.0722854395679533
skincare,SKU83,41.85,89,76.0,8.065139493893481,Non-binary,2.9444389791664403,10,15,5,Carrier C,93.51,Supplier 3,Mumbai,999,9,48.02,Pass,1.203,Air,Route B,122.69,Fall,1.1061295677634573
haircare,SKU62,43.76,198,118.0,8.549598424164913,Female,3.1354942159291497,28,32,3,Carrier E,18.62,Supplier 2,Delhi,209,13,14.09,Pass,1.787,Rail,Route C,122.25,Summer,1.4577095408293443
haircare,SKU85,43.97,184,26.0,7.042478461143297,Non-binary,4.812184355372417,17,29,1,Carrier C,75.11,Supplier 2,Delhi,406,18,26.14,Fail,2.88,Air,Route A,364.31,Summer,1.4768365220803237
haircare,SKU73,41.72,128,81.0,8.125725658551925,Non-binary,3.9318256327243257,13,34,6,Carrier E,49.11,Supplier 1,Bangalore,923,13,24.0,Pass,1.426,Rail,Route B,465.37,Summer,1.3143116385587323
haircare,SKU3,25.89,33,19.0,6.200326601596422,Female,3.295836866004329,29,32,3,Carrier C,43.49,Supplier 3,Delhi,716,6,24.41,Pending,2.786,Air,Route A,483.62,Winter,1.3467683275846438
skincare,SKU94,29.21,78,38.0,7.012997787677415,Non-binary,3.6888794541139363,28,11,6,Carrier D,15.59,Supplier 3,Mumbai,651,16,16.75,Pass,0.232,Rail,Route C,175.03,Summer,1.315446529039388
skincare,SKU21,33.45,24,1.0,3.539508997459668,Unknown,2.6390573296152584,29,2,5,Carrier C,28.29,Supplier 3,Delhi,737,14,29.25,Pending,3.967,Air,Route C,213.96,Spring,0.8295888414792366
haircare,SKU16,16.14,37,8.0,4.86845710160515,Female,2.70805020110221,18,24,6,Carrier E,8.94,Supplier 1,Bangalore,560,15,15.68,Fail,2.302,Rail,Route A,290.54,Winter,1.341345707324563
skincare,SKU33,80.45,171,139.0,9.217922868034115,Non-binary,4.9344739331306915,9,36,1,Carrier C,38.15,Supplier 1,Mumbai,866,10,39.68,Pending,4.177,Air,Route B,123.12,Fall,0.9159974054203928
skincare,SKU40,82.13,83,74.0,8.712532975513577,Unknown,3.4965075614664802,8,32,7,Carrier A,16.21,Supplier 3,Mumbai,978,5,36.69,Pending,3.773,Road,Route B,272.36,Fall,1.0889512576326823
haircare,SKU30,39.9,97,73.0,7.977179030185572,Female,4.564348191467836,9,29,7,Carrier E,10.24,Supplier 2,Bangalore,517,20,40.74,Pass,1.676,Rail,Route A,205.33,Summer,1.5608376020578034
skincare,SKU77,39.78,139,73.0,7.9741680150279635,Unknown,3.2188758248682006,17,2,1,Carrier C,87.4,Supplier 3,Delhi,930,16,14.97,Pending,2.136,Air,Route A,130.42,Summer,1.3073158520009642
haircare,SKU52,29.08,142,134.0,8.268147045778917,Non-binary,3.7612001156935624,13,19,10,Carrier B,24.05,Supplier 3,Bangalore,507,8,38.02,Fail,2.356,Road,Route A,476.94,Fall,1.0574309134731592
haircare,SKU2,10.63,164,133.0,7.254736389169507,Female,4.762173934797756,21,31,5,Carrier C,13.39,Supplier 3,Mumbai,533,8,33.95,Fail,3.437,Air,Route C,406.47,Spring,0.8703326372993808
skincare,SKU63,67.0,78,13.0,6.77078942390898,Non-binary,3.9512437185814275,11,48,6,Carrier B,18.11,Supplier 1,Mumbai,527,11,39.29,Pending,4.487,Road,Route A,172.14,Spring,0.8283662288955567
haircare,SKU44,31.01,18,15.0,6.1445074707427025,Unknown,2.833213344056216,28,8,8,Carrier B,13.86,Supplier 2,Bangalore,155,7,37.61,Fail,2.691,Road,Route C,107.59,Fall,0.9633456565129608
skincare,SKU2,92.7,170,31.0,7.963703599960751,Female,4.941642422609304,23,44,5,Carrier C,69.67,Supplier 3,Bangalore,732,11,48.37,Pending,4.354,Air,Route C,373.01,Fall,1.057953483228049
haircare,SKU44,48.27,80,11.0,6.27658709677417,Non-binary,3.7612001156935624,21,22,7,Carrier D,31.54,Supplier 1,Delhi,288,10,15.83,Pending,3.841,Rail,Route B,202.56,Summer,1.5217546284089571
skincare,SKU96,21.17,149,88.0,7.530458535787816,Non-binary,4.927253685157205,21,22,5,Carrier E,39.91,Supplier 2,Delhi,478,8,18.71,Fail,4.696,Rail,Route B,488.9,Fall,0.9512794609873328
haircare,SKU3,38.18,167,84.0,8.073440374770591,Female,4.276666119016055,19,43,4,Carrier C,25.23,Supplier 3,Mumbai,149,5,26.27,Pending,3.194,Air,Route C,392.13,Fall,0.9599149824219888
skincare,SKU76,48.09,59,55.0,7.880785448048893,Male,3.8918202981106265,29,20,6,Carrier E,32.18,Supplier 3,Mumbai,706,9,15.39,Pending,2.695,Rail,Route C,275.91,Winter,1.4188071457132665
skincare,SKU23,42.8,70,35.0,7.312553498102598,Unknown,4.060443010546419,26,19,8,Carrier A,41.92,Supplier 3,Bangalore,878,6,20.71,Pending,2.095,Road,Route C,330.14,Fall,1.0351795678463374
haircare,SKU5,40.79,15,11.0,6.108558456482495,Non-binary,2.5649493574615367,25,13,3,Carrier C,62.49,Supplier 2,Mumbai,242,18,25.86,Pending,3.337,Air,Route B,367.84,Summer,1.3710063917155209
skincare,SKU73,83.95,168,46.0,8.259121699800742,Male,4.890349128221754,24,31,5,Carrier C,85.51,Supplier 2,Bangalore,357,9,36.69,Pass,1.586,Air,Route A,414.16,Fall,1.1106976510181488
haircare,SKU32,31.37,83,77.0,7.7900713530601475,Non-binary,3.8918202981106265,13,9,10,Carrier A,41.45,Supplier 1,Delhi,797,14,19.84,Pass,0.039,Road,Route A,284.03,Winter,1.210040433554043
skincare,SKU12,23.39,121,101.0,7.767852308003613,Male,3.8918202981106265,10,42,5,Carrier C,88.97,Supplier 2,Delhi,605,8,37.99,Pass,0.614,Air,Route C,194.23,Summer,1.4997902264766183
haircare,SKU93,48.23,77,30.0,7.277869509787376,Non-binary,4.189654742026425,18,7,7,Carrier E,11.97,Supplier 2,Bangalore,853,12,41.62,Pass,1.48,Rail,Route C,442.91,Spring,1.0867714516061262
haircare,SKU7,32.58,14,14.0,6.124945938482463,Male,2.5649493574615367,25,14,9,Carrier A,18.52,Supplier 3,Bangalore,678,9,34.44,Fail,3.904,Road,Route B,397.1,Summer,1.3212359287897235
skincare,SKU82,43.35,47,18.0,6.660959199002699,Unknown,3.2188758248682006,13,34,7,Carrier B,28.94,Supplier 1,Bangalore,288,6,18.23,Pending,4.934,Road,Route C,420.13,Spring,1.0893816974743116
haircare,SKU84,10.59,108,62.0,6.4885664296541625,Male,3.4965075614664802,25,27,10,Carrier B,23.28,Supplier 3,Bangalore,835,5,13.73,Pass,1.728,Road,Route B,356.72,Summer,1.3892047317108016
skincare,SKU93,48.02,88,27.0,7.168225443081233,Unknown,4.0943445622221,23,37,6,Carrier A,41.69,Supplier 2,Bangalore,368,5,34.02,Fail,2.411,Road,Route B,119.79,Fall,1.1656176677433892
skincare,SKU84,97.78,74,3.0,5.684735561735967,Unknown,4.060443010546419,23,22,5,Carrier D,9.28,Supplier 1,Bangalore,160,5,39.62,Pass,0.055,Rail,Route B,389.58,Spring,0.821542609320916
haircare,SKU46,6.24,30,20.0,4.8346933442663405,Non-binary,3.367295829986474,20,1,3,Carrier D,28.64,Supplier 3,Mumbai,380,16,22.21,Pass,0.277,Rail,Route B,355.41,Spring,0.9486829075037144
haircare,SKU93,20.45,200,147.0,8.008748065349305,Female,5.099866427824199,8,40,9,Carrier B,48.3,Supplier 1,Delhi,381,8,47.32,Pass,1.897,Road,Route A,112.17,Summer,1.5363944311677329
haircare,SKU85,25.6,43,20.0,6.240275845170769,Female,3.091042453358316,22,5,5,Carrier B,16.03,Supplier 1,Delhi,334,6,37.64,Pass,0.594,Road,Route C,336.79,Winter,1.209789640478773
skincare,SKU39,93.64,65,21.0,7.584488484273828,Non-binary,3.6888794541139363,7,1,5,Carrier C,70.07,Supplier 1,Delhi,932,13,16.68,Pending,4.843,Air,Route A,493.17,Fall,0.9932148962243608
haircare,SKU37,40.99,182,92.0,8.235381852436184,Unknown,5.0689042022202315,14,16,1,Carrier C,33.81,Supplier 3,Mumbai,542,11,37.17,Pass,0.615,Air,Route B,155.69,Fall,0.9386432947381074
haircare,SKU62,8.7,97,70.0,6.413458957167357,Non-binary,4.110873864173311,11,37,4,Carrier C,52.15,Supplier 1,Delhi,885,12,38.53,Pass,0.409,Air,Route A,429.06,Summer,1.3826090226200254
haircare,SKU11,43.68,163,33.0,7.2740914030631085,Unknown,4.962844630259907,21,3,9,Carrier B,30.44,Supplier 3,Delhi,239,13,32.74,Pending,4.351,Road,Route B,116.4,Spring,0.9708182265333962
skincare,SKU27,71.49,51,40.0,7.9587866720208,Female,3.6375861597263857,26,24,10,Carrier B,40.41,Supplier 2,Bangalore,646,7,37.59,Pass,1.494,Road,Route B,417.36,Summer,1.5437760624532917
haircare,SKU63,41.46,110,16.0,6.498824171230798,Unknown,4.110873864173311,17,8,9,Carrier A,22.18,Supplier 2,Bangalore,868,6,46.2,Pass,1.113,Road,Route B,472.49,Fall,1.1206558008013712
haircare,SKU4,40.26,124,123.0,8.507744694623291,Non-binary,4.454347296253507,17,1,2,Carrier C,14.49,Supplier 3,Delhi,438,14,19.08,Pass,1.318,Air,Route B,358.43,Fall,0.9123246001393344
haircare,SKU43,13.81,103,23.0,5.764030555001558,Unknown,4.143134726391533,24,5,2,Carrier C,71.08,Supplier 1,Mumbai,321,6,26.15,Pass,1.777,Air,Route C,311.09,Spring,0.8618440298967374
skincare,SKU37,42.61,39,13.0,6.31884197966574,Female,3.4339872044851463,7,30,7,Carrier A,5.26,Supplier 3,Mumbai,853,14,25.76,Fail,3.255,Road,Route C,338.53,Summer,1.5806779446092252
skincare,SKU39,69.84,78,48.0,8.117706178834574,Male,3.7612001156935624,29,28,5,Carrier C,42.31,Supplier 3,Mumbai,637,11,21.71,Pass,1.458,Air,Route A,426.76,Summer,1.5128586325257192
haircare,SKU26,22.43,121,11.0,5.512339443412685,Male,3.9889840465642745,9,40,7,Carrier A,9.26,Supplier 2,Delhi,355,18,42.8,Pass,0.012,Road,Route A,342.3,Fall,0.9704456474508864
skincare,SKU74,56.8,121,95.0,8.593598522618644,Female,3.784189633918261,20,39,7,Carrier D,43.87,Supplier 3,Mumbai,375,10,27.45,Pending,3.72,Rail,Route C,321.37,Summer,1.46076493643673
haircare,SKU29,32.03,129,55.0,7.47457363744806,Female,4.31748811353631,14,32,5,Carrier D,32.35,Supplier 3,Bangalore,738,17,12.82,Fail,3.862,Rail,Route C,414.37,Summer,1.3313746137225535
haircare,SKU92,13.13,187,21.0,5.623042301587992,Non-binary,5.14166355650266,17,19,2,Carrier C,33.66,Supplier 3,Bangalore,855,19,11.95,Pending,2.91,Air,Route B,345.17,Fall,1.0832158792136115
skincare,SKU8,88.66,87,64.0,8.643868132204274,Female,3.912023005428146,15,33,3,Carrier C,44.13,Supplier 2,Bangalore,402,19,28.9,Pending,2.793,Air,Route C,300.45,Fall,0.9497706775972802
haircare,SKU81,14.8,174,44.0,6.480351263355219,Non-binary,2.3978952727983707,19,45,6,Carrier B,17.84,Supplier 3,Delhi,849,11,17.83,Fail,3.461,Road,Route A,197.67,Summer,1.4048533230778557
skincare,SKU2,50.92,137,33.0,7.427358268719157,Non-binary,4.875197323201151,21,25,4,Carrier C,63.55,Supplier 1,Mumbai,526,10,15.29,Pass,1.846,Air,Route B,305.02,Spring,1.0861238043132913
haircare,SKU59,40.83,53,49.0,7.601737111123522,Non-binary,2.3978952727983707,25,49,4,Carrier D,29.06,Supplier 1,Mumbai,683,5,44.74,Pass,1.878,Rail,Route C,235.75,Winter,1.3697733340725158
skincare,SKU90,46.69,69,21.0,6.889071825177603,Non-binary,3.4965075614664802,13,5,9,Carrier B,19.2,Supplier 1,Delhi,208,20,48.64,Fail,4.495,Road,Route A,156.32,Fall,1.1987911134696994
skincare,SKU19,43.35,170,53.0,7.740033768327064,Non-binary,3.295836866004329,10,25,6,Carrier D,30.1,Supplier 3,Delhi,561,11,31.01,Pass,0.995,Rail,Route A,320.47,Spring,1.026986893992571
skincare,SKU88,44.01,34,21.0,6.830020738772716,Non-binary,3.2188758248682006,7,4,5,Carrier C,61.41,Supplier 1,Delhi,625,14,19.08,Fail,3.962,Air,Route B,276.6,Winter,1.4559643720712496
haircare,SKU42,21.08,134,9.0,5.250806383876985,Unknown,2.833213344056216,10,32,9,Carrier B,41.6,Supplier 2,Bangalore,859,11,12.66,Pending,3.529,Road,Route B,327.99,Winter,1.2740738167376402
skincare,SKU96,93.86,73,26.0,7.800310540059536,Unknown,3.9512437185814275,25,16,2,Carrier C,76.45,Supplier 3,Mumbai,748,6,41.89,Fail,2.701,Air,Route A,324.74,Winter,1.4351174341286077
haircare,SKU76,5.59,15,4.0,3.151025157960026,Female,2.3978952727983707,20,14,10,Carrier B,31.23,Supplier 1,Mumbai,899,12,16.69,Pending,2.629,Road,Route A,145.25,Winter,1.230342067065607
skincare,SKU12,60.45,185,78.0,8.458737465842969,Male,4.02535169073515,7,41,5,Carrier A,24.79,Supplier 2,Mumbai,881,9,31.47,Pass,1.0,Road,Route A,198.03,Winter,1.4742582194689866
haircare,SKU19,38.38,100,36.0,7.231778923836356,Unknown,4.110873864173311,20,36,7,Carrier E,30.96,Supplier 3,Delhi,554,15,47.78,Pending,4.074,Rail,Route A,289.89,Fall,1.011693429948393
haircare,SKU22,45.56,10,7.0,5.768070964538563,Male,2.3978952727983707,15,4,5,Carrier E,10.19,Supplier 3,Bangalore,934,9,31.81,Pass,1.0,Rail,Route B,398.26,Summer,1.3245954823172004
haircare,SKU79,36.48,188,84.0,8.027907247488233,Non-binary,5.0106352940962555,25,45,6,Carrier A,9.33,Supplier 1,Delhi,269,14,43.63,Pending,2.87,Road,Route C,437.01,Fall,0.9612412922172732
haircare,SKU58,9.5,192,124.0,7.072421900537371,Female,3.970291913552122,15,14,6,Carrier E,38.47,Supplier 1,Bangalore,943,15,23.44,Pass,1.468,Rail,Route A,474.23,Fall,0.912690761013514
haircare,SKU48,38.2,170,121.0,8.438842385003568,Non-binary,2.8903717578961645,12,39,10,Carrier A,21.2,Supplier 2,Mumbai,217,16,28.78,Pending,4.889,Road,Route B,237.02,Fall,0.9193506593762966
haircare,SKU75,43.32,55,54.0,7.758025859312943,Non-binary,4.007333185232471,15,10,8,Carrier B,20.0,Supplier 1,Delhi,902,5,20.13,Pass,1.738,Road,Route C,360.01,Summer,1.4545787604304992
haircare,SKU41,10.79,51,28.0,5.7141287667103455,Male,3.1354942159291497,25,40,7,Carrier B,42.18,Supplier 3,Delhi,634,16,18.59,Fail,4.079,Road,Route B,168.7,Fall,0.9873228643141634
skincare,SKU38,54.23,192,102.0,8.618387841894549,Unknown,4.919980925828125,30,6,10,Carrier B,26.65,Supplier 2,Bangalore,397,17,15.58,Fail,2.292,Road,Route C,432.76,Fall,1.154202991223779
skincare,SKU77,65.41,31,8.0,6.262025892751344,Unknown,3.091042453358316,11,21,10,Carrier A,6.72,Supplier 3,Delhi,132,15,32.6,Pending,2.101,Road,Route A,367.67,Fall,1.0841971159923394
skincare,SKU52,91.15,178,85.0,8.955286819016129,Non-binary,4.442651256490317,21,1,5,Carrier E,26.05,Supplier 3,Bangalore,589,9,11.19,Pass,1.91,Rail,Route B,233.5,Spring,1.0513410999117456
haircare,SKU36,35.9,154,42.0,7.319069911879193,Unknown,4.174387269895637,13,24,8,Carrier B,19.03,Supplier 2,Bangalore,138,12,48.47,Fail,4.895,Road,Route B,371.38,Summer,1.3007837444584989
haircare,SKU74,17.72,92,45.0,6.6826097249972545,Male,4.5217885770490405,16,40,6,Carrier B,40.18,Supplier 1,Bangalore,823,5,37.49,Pass,0.961,Road,Route A,111.19,Summer,1.3612309175016526
haircare,SKU14,21.5,54,9.0,5.270432163058501,Non-binary,3.8501476017100584,23,37,9,Carrier B,10.0,Supplier 1,Delhi,785,16,10.89,Fail,3.647,Road,Route B,238.8,Winter,1.454880062589568
haircare,SKU73,13.84,65,12.0,5.118472739628975,Female,4.189654742026425,14,31,4,Carrier E,24.23,Supplier 1,Mumbai,864,20,24.18,Fail,4.644,Rail,Route A,131.76,Summer,1.309854214345726
haircare,SKU39,25.31,132,130.0,8.099037902491554,Unknown,3.6888794541139363,7,31,2,Carrier C,63.49,Supplier 2,Mumbai,742,11,10.22,Pass,0.144,Air,Route B,380.65,Summer,1.5574413876137174
skincare,SKU22,22.26,39,6.0,4.902010196224638,Male,3.5263605246161616,14,3,10,Carrier A,7.01,Supplier 2,Bangalore,992,13,24.44,Pass,1.671,Road,Route A,436.06,Winter,1.4610064652347052
skincare,SKU74,48.9,174,50.0,7.802209316247118,Male,4.499809670330265,10,28,9,Carrier B,6.04,Supplier 3,Mumbai,724,17,27.84,Pass,0.958,Road,Route C,121.81,Fall,0.9549001685774976
skincare,SKU44,77.88,12,7.0,6.3029119731100245,Female,2.3978952727983707,10,11,3,Carrier C,40.48,Supplier 2,Mumbai,442,16,47.27,Pending,2.23,Air,Route B,115.39,Spring,0.9698975111507028
skincare,SKU73,69.99,53,52.0,8.199870820068817,Unknown,2.3978952727983707,28,18,2,Carrier C,38.22,Supplier 3,Bangalore,876,5,20.41,Pending,3.63,Air,Route A,379.38,Fall,0.9342656105978464
haircare,SKU92,41.13,97,53.0,7.687488329349703,Male,3.4011973816621555,26,6,4,Carrier C,23.52,Supplier 1,Mumbai,712,18,39.73,Fail,3.685,Air,Route B,158.93,Fall,0.950890585699136
skincare,SKU94,28.79,64,42.0,7.098524387857645,Female,2.833213344056216,30,27,5,Carrier B,18.52,Supplier 2,Mumbai,189,9,43.97,Pending,3.111,Road,Route B,171.66,Summer,1.3669769782975414
skincare,SKU48,84.59,19,6.0,6.231543875128394,Non-binary,2.833213344056216,23,1,5,Carrier A,28.82,Supplier 1,Delhi,431,7,34.0,Pending,3.836,Road,Route C,116.95,Fall,1.0348920052348536
haircare,SKU9,29.22,51,21.0,6.421004190657322,Male,3.871201010907891,24,5,6,Carrier E,38.26,Supplier 2,Mumbai,574,5,11.3,Pending,3.432,Rail,Route B,209.95,Spring,1.0338684550198411
skincare,SKU100,27.34,29,5.0,4.925077405734609,Unknown,2.5649493574615367,26,21,4,Carrier C,81.31,Supplier 1,Bangalore,329,10,20.52,Fail,2.13,Air,Route C,342.16,Fall,1.1042949847674166
haircare,SKU64,48.38,43,30.0,7.280972639540181,Female,3.091042453358316,29,2,10,Carrier A,36.44,Supplier 1,Mumbai,408,18,38.52,Pass,0.137,Road,Route A,187.78,Winter,1.253110313699353
skincare,SKU33,34.94,176,83.0,7.972817678272062,Non-binary,4.867534450455582,27,1,7,Carrier A,12.02,Supplier 3,Mumbai,153,12,23.3,Pending,2.079,Road,Route A,198.65,Fall,1.0483466455162231
haircare,SKU83,13.04,89,34.0,6.096635044713522,Male,3.4339872044851463,8,25,7,Carrier B,45.04,Supplier 1,Delhi,666,19,39.57,Fail,4.801,Road,Route B,283.05,Summer,1.3114013815504786
haircare,SKU66,21.14,190,185.0,8.271778468455796,Non-binary,3.912023005428146,9,1,8,Carrier B,49.04,Supplier 3,Mumbai,799,8,15.42,Fail,3.443,Road,Route A,449.52,Summer,1.4390190499295006
skincare,SKU4,81.01,144,49.0,8.286644791757608,Female,4.574710978503383,28,2,8,Carrier A,19.99,Supplier 1,Delhi,195,6,35.63,Pass,1.448,Road,Route C,425.84,Winter,1.4592199215163797
skincare,SKU38,29.2,178,157.0,8.430632621888561,Unknown,3.6375861597263857,15,47,5,Carrier C,44.54,Supplier 1,Mumbai,628,11,11.46,Pass,0.129,Air,Route C,163.64,Fall,1.019468068536324
